Price,Close,Close,Close,Close,Close,Close,Close,Close,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AEVA,ATRO,DRD,GRPN,NGVC,RDFN,ROOT,TDUP,AEVA,ATRO,DRD,GRPN,NGVC,RDFN,ROOT,TDUP
Date,,,,,,,,,,,,,,,,
2022-01-03,39.650001525878906,12.020000457763672,7.07474422454834,26.829999923706055,12.481884002685547,38.939998626708984,59.220001220703125,13.670000076293945,181120,232200,102500,1573200,31600,1056800,188789,762600
2022-01-04,38.29999923706055,12.869999885559082,7.023039817810059,26.420000076293945,12.777618408203125,37.34000015258789,56.880001068115234,12.40999984741211,142980,127900,196800,795400,54100,1338200,177350,898800
2022-01-05,34.95000076293945,13.239999771118164,7.014423847198486,25.360000610351562,12.934186935424805,34.79999923706055,53.099998474121094,11.899999618530273,297100,143300,182800,960200,61700,1459400,189744,910000
2022-01-06,33.650001525878906,13.329999923706055,6.9627203941345215,24.149999618530273,12.673242568969727,34.540000915527344,51.29999923706055,11.829999923706055,329840,114500,176700,912800,52300,1212200,255061,672100
2022-01-07,33.349998474121094,13.630000114440918,6.9627203941345215,23.65999984741211,12.664543151855469,33.13999938964844,51.47999954223633,11.699999809265137,261580,143900,89200,516200,24300,1452400,106467,492500
2022-01-10,31.75,13.260000228881836,7.117831230163574,23.110000610351562,12.655847549438477,33.400001525878906,50.58000183105469,11.220000267028809,266140,169300,147100,859500,30100,1195300,194461,786000
2022-01-11,32.79999923706055,13.170000076293945,7.195385932922363,23.15999984741211,11.942597389221191,34.20000076293945,51.47999954223633,11.84000015258789,208900,199700,109900,715500,49000,960600,97344,712800
2022-01-12,32.29999923706055,13.029999732971191,7.350495338439941,23.0,11.838218688964844,34.36000061035156,50.220001220703125,11.210000038146973,246280,93000,130900,834900,64100,1372400,137500,1055000
2022-01-13,29.299999237060547,12.75,7.160916328430176,22.899999618530273,12.307918548583984,32.810001373291016,47.34000015258789,10.880000114440918,366560,118900,108100,632200,34800,1391600,129561,677600
2022-01-14,28.5,13.109999656677246,7.066126346588135,22.049999237060547,11.959992408752441,32.40999984741211,48.41999816894531,10.760000228881836,224320,153600,86400,1336600,39800,1253200,179878,934300
2022-01-18,26.200000762939453,13.0,6.902400493621826,21.649999618530273,11.873011589050293,31.049999237060547,44.63999938964844,9.930000305175781,300480,186800,221700,1012700,55900,1823700,207183,646300
2022-01-19,25.049999237060547,12.989999771118164,7.712419509887695,21.90999984741211,12.073068618774414,30.690000534057617,42.84000015258789,9.819999694824219,255720,158300,327900,761600,66700,1285400,144350,641900
2022-01-20,24.899999618530273,12.369999885559082,7.402198791503906,22.100000381469727,12.090465545654297,30.219999313354492,41.040000915527344,9.399999618530273,265060,156200,234700,720300,96200,1183900,189939,707500
2022-01-21,23.649999618530273,12.359999656677246,7.272940158843994,21.40999984741211,12.133955001831055,28.729999542236328,34.20000076293945,9.0600004196167,290660,198200,199500,1223200,118000,1547100,570889,1321800
2022-01-24,24.350000381469727,12.40999984741211,7.212619304656982,21.950000762939453,12.586260795593262,29.149999618530273,34.02000045776367,9.420000076293945,599920,194800,194400,1396800,97500,2758100,320133,1072700
2022-01-25,24.0,13.0,7.281557559967041,22.229999542236328,12.499279975891113,27.84000015258789,34.02000045776367,8.710000038146973,302700,140100,165600,1188000,107300,1105300,180950,639200
2022-01-26,24.100000381469727,12.380000114440918,6.954103469848633,26.68000030517578,12.455789566040039,26.6299991607666,30.959999084472656,8.350000381469727,250060,110700,296700,13617800,72200,1514200,332767,950500
2022-01-27,23.0,11.609999656677246,6.7042036056518555,27.860000610351562,12.481884002685547,25.81999969482422,28.440000534057617,8.079999923706055,260440,188900,256600,8416700,89100,1662000,262133,702500
2022-01-28,23.850000381469727,11.9399995803833,6.609414100646973,27.110000610351562,12.220937728881836,26.93000030517578,32.040000915527344,8.279999732971191,317660,240000,190500,1930500,55700,1052600,395667,773100
2022-01-31,26.149999618530273,12.029999732971191,6.876548767089844,30.540000915527344,12.69933795928955,29.56999969482422,36.18000030517578,9.270000457763672,348320,183300,140900,5234200,58400,1347700,358983,997800
2022-02-01,27.200000762939453,12.029999732971191,6.945485591888428,30.440000534057617,12.942885398864746,30.799999237060547,37.79999923706055,9.640000343322754,285880,124100,172600,2032100,48600,1305400,190350,647100
2022-02-02,26.399999618530273,12.029999732971191,6.919633865356445,23.670000076293945,12.942885398864746,29.479999542236328,35.099998474121094,8.720000267028809,279420,160300,148100,4448100,98100,1103300,149017,1029700
2022-02-03,25.350000381469727,11.489999771118164,6.876548767089844,23.190000534057617,12.194843292236328,28.18000030517578,32.939998626708984,7.909999847412109,187280,89700,145900,1614800,101400,1712800,77283,1379600
2022-02-04,26.200000762939453,11.380000114440918,6.738672733306885,22.979999542236328,13.264719009399414,28.299999237060547,34.20000076293945,7.699999809265137,167140,137400,167800,1177600,126500,1241800,103656,1177700
2022-02-07,26.600000381469727,11.600000381469727,6.979955196380615,23.950000762939453,14.012763023376465,28.530000686645508,34.02000045776367,7.690000057220459,172380,114400,189800,1052200,86900,1033300,105894,1670000
2022-02-08,27.049999237060547,12.489999771118164,7.14368200302124,24.760000228881836,14.438974380493164,29.149999618530273,33.119998931884766,7.71999979019165,190220,241700,139900,751900,115500,885500,185456,3804500
2022-02-09,28.0,12.869999885559082,7.031658172607422,24.809999465942383,14.595542907714844,31.280000686645508,34.560001373291016,8.399999618530273,179180,308600,122800,543300,121500,1578200,266144,1530200
2022-02-10,26.450000762939453,13.100000381469727,6.790375709533691,24.360000610351562,15.1000337600708,30.059999465942383,32.220001220703125,8.25,380920,123400,174600,797400,112800,1272000,146761,742200
2022-02-11,25.649999618530273,13.5,7.178152084350586,24.010000228881836,16.10902214050293,29.84000015258789,30.780000686645508,8.399999618530273,178000,188900,289800,604900,229800,1372000,106061,2735300
2022-02-14,25.549999237060547,13.430000305175781,7.229854583740234,25.260000228881836,15.708904266357422,29.8799991607666,30.420000076293945,8.569999694824219,139620,189500,262600,726000,326000,1119800,91378,940300
2022-02-15,26.399999618530273,13.829999923706055,7.048892974853516,26.920000076293945,15.639322280883789,32.15999984741211,32.220001220703125,8.960000038146973,627700,113400,191300,1273100,108500,1179600,132806,631300
2022-02-16,25.149999618530273,14.079999923706055,7.393581867218018,26.280000686645508,15.38707160949707,30.510000228881836,31.5,8.579999923706055,639440,138100,157000,729400,78700,1650400,95650,1310000
2022-02-17,24.100000381469727,14.149999618530273,7.721036434173584,25.200000762939453,15.839376449584961,28.639999389648438,29.700000762939453,8.369999885559082,238840,89900,231600,558800,146500,2643700,110978,2707600
2022-02-18,23.450000762939453,13.930000305175781,7.583159923553467,23.459999084472656,15.221810340881348,22.860000610351562,28.799999237060547,8.029999732971191,238580,142000,162100,1302900,79400,12352800,149494,1132200
2022-02-22,22.100000381469727,13.600000381469727,7.574542999267578,22.65999984741211,15.29139518737793,23.670000076293945,27.719999313354492,7.409999847412109,318800,127900,155700,729100,88500,3640400,208189,951200
2022-02-23,21.25,13.5600004196167,7.7813568115234375,21.950000762939453,15.09133529663086,21.360000610351562,26.100000381469727,7.070000171661377,268940,146600,281700,1008500,44000,2553200,296167,670500
2022-02-24,21.350000381469727,14.020000457763672,7.712419509887695,23.149999618530273,14.708616256713867,22.6299991607666,29.520000457763672,7.900000095367432,533800,114400,476000,956900,63600,2111100,446500,947600
2022-02-25,19.850000381469727,14.229999542236328,7.901998043060303,22.979999542236328,15.102362632751465,21.829999923706055,33.29999923706055,8.140000343322754,507340,60900,221800,705000,52600,2590700,395144,910100
2022-02-28,21.0,14.710000038146973,7.876147747039795,21.719999313354492,14.848613739013672,21.6299991607666,32.58000183105469,8.489999771118164,483280,132300,196000,1789200,71300,1917900,265972,1411000
2022-03-01,21.049999237060547,14.170000076293945,8.453500747680664,20.049999237060547,15.02361011505127,21.440000534057617,31.31999969482422,8.020000457763672,407300,106300,310100,2914400,182400,1634400,158900,677600
2022-03-02,20.350000381469727,14.210000038146973,8.462117195129395,19.239999771118164,15.338607788085938,21.040000915527344,29.34000015258789,7.920000076293945,301640,197800,211800,2066300,162800,1505000,176994,710700
2022-03-03,19.0,13.180000305175781,8.436266899108887,18.350000381469727,16.231103897094727,20.469999313354492,27.719999313354492,7.630000114440918,290300,127200,154200,1246400,97900,1545300,143211,693600
2022-03-04,17.5,12.899999618530273,8.841275215148926,17.0,16.9748477935791,19.56999969482422,26.81999969482422,7.019999980926514,285900,127900,338000,1718000,148600,1576000,175878,881300
2022-03-07,17.350000381469727,12.880000114440918,9.030855178833008,17.0,16.222354888916016,18.510000228881836,27.719999313354492,7.550000190734863,327940,236600,321500,1726600,107800,1841100,125433,1408600
2022-03-08,18.049999237060547,13.180000305175781,8.746485710144043,18.309999465942383,17.281095504760742,19.3700008392334,27.360000610351562,7.489999771118164,332280,153600,637000,1417000,365500,3139900,183494,3309300
2022-03-09,20.200000762939453,13.680000305175781,8.6775484085083,18.510000228881836,15.84610652923584,20.010000228881836,29.8799991607666,7.570000171661377,349960,161200,318700,889900,173600,2647800,147861,1184100
2022-03-10,20.5,13.279999732971191,8.872284889221191,18.739999771118164,16.152353286743164,19.75,29.520000457763672,7.849999904632568,203200,144400,348000,707400,177400,1212900,80344,887900
2022-03-11,19.399999618530273,12.779999732971191,8.592842102050781,18.010000228881836,14.752366065979004,18.31999969482422,27.540000915527344,7.519999980926514,226580,142500,232300,770300,121900,1251700,102767,814300
2022-03-14,17.950000762939453,12.949999809265137,8.322134017944336,17.850000381469727,14.752366065979004,16.610000610351562,25.290000915527344,6.210000038146973,195260,125400,414900,764100,87400,2658300,167389,1096200
2022-03-15,18.649999618530273,12.989999771118164,8.522982597351074,18.200000762939453,15.426108360290527,17.0,27.360000610351562,6.670000076293945,214700,428200,354900,742700,113800,2336900,137106,845100
2022-03-16,20.799999237060547,13.0,8.461853981018066,19.360000610351562,16.02110481262207,18.59000015258789,28.979999542236328,7.28000020980835,280740,286200,393600,722000,103100,2731100,233083,1405300
2022-03-17,22.5,12.899999618530273,8.97707462310791,18.75,16.029855728149414,20.350000381469727,32.58000183105469,7.900000095367432,312500,125400,489800,956000,99900,2965400,557394,668400
2022-03-18,23.049999237060547,13.140000343322754,8.444388389587402,19.09000015258789,15.592355728149414,20.489999771118164,38.880001068115234,8.239999771118164,298080,357000,1163600,1460400,210600,2260900,650700,2406900
2022-03-21,22.0,13.0,8.62777328491211,18.889999389648438,16.152353286743164,19.110000610351562,36.900001525878906,7.670000076293945,238220,138900,210700,552700,60200,2248100,604522,587000
2022-03-22,22.549999237060547,13.239999771118164,8.400726318359375,19.280000686645508,16.178604125976562,20.440000534057617,38.52000045776367,7.889999866485596,180040,250400,211100,729200,60800,2287400,236894,694800
2022-03-23,21.399999618530273,13.0,8.680168151855469,18.8799991607666,16.19610595703125,19.59000015258789,37.79999923706055,7.590000152587891,143080,192700,241600,470100,53700,2262800,177478,553700
